TransactionID,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,State,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
8610,2018-05-25,4750,F,S,Y,5,$130K - $150K,Portland,OR,USA,Food,Meat,Meat,3,5.23
8611,2018-05-25,4846,M,S,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,5,14.49
8612,2018-05-25,3703,M,S,N,2,$50K - $70K,Bellingham,WA,USA,Food,Dairy,Dairy,1,6.77
8613,2018-05-25,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Drink,Dairy,Dairy,3,14.49
8614,2018-05-25,8625,F,S,Y,4,$30K - $50K,Guadalajara,Jalisco,Mexico,Food,Frozen Foods,Breakfast Foods,2,2.47
8615,2018-05-25,5686,M,M,Y,3,$70K - $90K,Bremerton,WA,USA,Drink,Beverages,Carbonated Beverages,2,11.23
8616,2018-05-25,767,F,S,N,2,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,4,12.96
8617,2018-05-25,2099,M,M,Y,0,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Packaged Vegetables,5,16.70
8618,2018-05-26,9422,F,M,Y,4,$30K - $50K,Beverly Hills,CA,USA,Drink,Beverages,Carbonated Beverages,5,10.87
8619,2018-05-26,2568,M,M,Y,2,$50K - $70K,Portland,OR,USA,Food,Baking Goods,Jams and Jellies,2,7.98
8620,2018-05-26,5226,M,M,Y,0,$130K - $150K,Beverly Hills,CA,USA,Food,Frozen Foods,Vegetables,4,8.88
8621,2018-05-26,1948,M,M,Y,1,$130K - $150K,Acapulco,Guerrero,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,4.76
8622,2018-05-26,5406,F,S,Y,4,$30K - $50K,Acapulco,Guerrero,Mexico,Non-Consumable,Periodicals,Magazines,5,10.86
8623,2018-05-26,1101,M,M,N,3,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,24.83
8624,2018-05-26,48,M,M,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,3,6.97
8625,2018-05-26,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,7,10.90
8626,2018-05-26,6870,M,M,N,5,$30K - $50K,Seattle,WA,USA,Food,Baked Goods,Bread,4,15.37
8627,2018-05-26,3567,M,M,Y,1,$70K - $90K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,5,5.71
8628,2018-05-26,1059,M,S,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Baking Goods,Jams and Jellies,3,11.00
8629,2018-05-26,789,F,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,4,14.94
8630,2018-05-26,8670,M,M,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Food,Frozen Foods,Breakfast Foods,3,13.28
8631,2018-05-26,3210,M,S,N,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,8.30
8632,2018-05-26,9440,F,S,Y,2,$50K - $70K,San Diego,CA,USA,Food,Eggs,Eggs,6,35.33
8633,2018-05-26,1361,F,S,Y,0,$50K - $70K,San Diego,CA,USA,Food,Produce,Vegetables,5,9.23
8634,2018-05-26,1538,M,S,Y,2,$110K - $130K,Los Angeles,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,3.83
8635,2018-05-26,1983,M,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Vegetables,4,9.47
8636,2018-05-26,4015,M,S,N,3,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,10.18
8637,2018-05-26,5436,M,S,Y,2,$10K - $30K,Los Angeles,CA,USA,Food,Dairy,Dairy,4,16.26
8638,2018-05-26,6082,F,M,Y,4,$10K - $30K,Salem,OR,USA,Food,Breakfast Foods,Breakfast Foods,4,22.21
8639,2018-05-26,6962,F,S,N,2,$50K - $70K,San Andres,DF,Mexico,Food,Frozen Foods,Frozen Entrees,4,11.33
8640,2018-05-26,3311,F,M,Y,2,$70K - $90K,Portland,OR,USA,Drink,Dairy,Dairy,4,17.78
8641,2018-05-26,372,M,M,Y,1,$10K - $30K,Bellingham,WA,USA,Food,Deli,Meat,2,16.54
8642,2018-05-26,3890,M,M,N,5,$10K - $30K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,5,5.52
8643,2018-05-26,896,F,M,Y,5,$50K - $70K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,6,16.10
8644,2018-05-26,8427,M,M,Y,3,$10K - $30K,Spokane,WA,USA,Food,Produce,Vegetables,4,12.98
8645,2018-05-27,3879,F,S,Y,5,$30K - $50K,Vancouver,BC,Canada,Food,Frozen Foods,Breakfast Foods,2,2.66
8646,2018-05-27,9919,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,3,4.82
8647,2018-05-27,60,M,S,Y,3,$30K - $50K,Vancouver,BC,Canada,Food,Deli,Meat,5,29.85
8648,2018-05-27,1511,M,M,N,3,$10K - $30K,Portland,OR,USA,Food,Produce,Vegetables,3,22.54
8649,2018-05-27,3004,F,S,Y,1,$130K - $150K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,5,39.10
8650,2018-05-27,3366,M,S,Y,1,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,5,23.97
8651,2018-05-27,8647,F,S,N,1,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Household,Paper Products,4,4.12
8652,2018-05-27,4377,F,M,N,0,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Breakfast Foods,5,4.28
8653,2018-05-27,2143,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Baking Goods,3,13.68
8654,2018-05-27,3857,F,M,N,2,$10K - $30K,Merida,Yucatan,Mexico,Food,Produce,Specialty,4,16.32
8655,2018-05-27,2385,F,S,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Produce,Vegetables,3,6.22
8656,2018-05-27,4832,F,M,Y,2,$30K - $50K,Seattle,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,17.63
8657,2018-05-27,9776,F,S,Y,2,$130K - $150K,Seattle,WA,USA,Drink,Beverages,Drinks,4,12.83
8658,2018-05-27,1133,F,S,N,3,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,10.82
8659,2018-05-27,3661,M,M,Y,1,$110K - $130K,Merida,Yucatan,Mexico,Food,Produce,Fruit,4,8.32
8660,2018-05-27,446,F,S,Y,2,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,5,19.08
8661,2018-05-27,4495,F,S,Y,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,3,7.13
8662,2018-05-27,7315,F,S,Y,1,$50K - $70K,Merida,Yucatan,Mexico,Non-Consumable,Household,Bathroom Products,4,16.12
8663,2018-05-27,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,11.86
8664,2018-05-27,7152,M,M,Y,1,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,3,15.96
8665,2018-05-27,7338,F,M,Y,3,$50K - $70K,Portland,OR,USA,Food,Frozen Foods,Frozen Desserts,5,22.92
8666,2018-05-27,9237,F,S,N,4,$50K - $70K,Portland,OR,USA,Food,Baked Goods,Bread,2,15.70
8667,2018-05-27,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,4,19.75
8668,2018-05-27,8773,F,M,Y,3,$50K - $70K,Mexico City,DF,Mexico,Food,Snack Foods,Snack Foods,2,9.02
8669,2018-05-27,8585,F,M,Y,0,$10K - $30K,Victoria,BC,Canada,Food,Baked Goods,Bread,3,8.10
8670,2018-05-27,211,M,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Produce,Vegetables,5,23.67
8671,2018-05-27,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,14.87
8672,2018-05-27,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,5,11.30
8673,2018-05-27,1599,F,S,N,4,$10K - $30K,Beverly Hills,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,2.37
8674,2018-05-27,8188,F,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,10.80
8675,2018-05-28,5503,M,M,N,3,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,4,16.39
8676,2018-05-28,1053,F,S,N,1,$30K - $50K,Salem,OR,USA,Drink,Dairy,Dairy,4,6.16
8677,2018-05-28,7967,F,S,Y,4,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,6,5.37
8678,2018-05-28,7909,F,M,Y,4,$70K - $90K,Bremerton,WA,USA,Food,Canned Foods,Canned Soup,5,10.80
8679,2018-05-28,1277,F,M,Y,0,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Vegetables,3,23.32
8680,2018-05-28,2988,M,M,Y,1,$30K - $50K,Seattle,WA,USA,Food,Snack Foods,Snack Foods,3,10.17
8681,2018-05-28,6187,M,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Eggs,Eggs,2,3.76
8682,2018-05-28,6957,F,S,N,2,$30K - $50K,Spokane,WA,USA,Non-Consumable,Household,Paper Products,3,15.13
8683,2018-05-28,9069,M,S,Y,0,$90K - $110K,Los Angeles,CA,USA,Food,Frozen Foods,Breakfast Foods,4,4.31
8684,2018-05-28,8285,F,S,N,2,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,4,27.12
8685,2018-05-28,1626,M,M,Y,0,$130K - $150K,Salem,OR,USA,Food,Produce,Fruit,3,9.14
8686,2018-05-28,8077,F,S,N,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,3,7.57
8687,2018-05-28,8577,F,M,Y,4,$90K - $110K,Yakima,WA,USA,Food,Canned Foods,Canned Soup,4,12.60
8688,2018-05-28,272,F,S,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,7.78
8689,2018-05-28,3858,F,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Breakfast Foods,Breakfast Foods,4,3.10
8690,2018-05-28,3542,M,M,Y,0,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,16.22
8691,2018-05-28,8462,F,S,N,3,$70K - $90K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,4,15.88
8692,2018-05-28,9383,F,S,Y,4,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,5,13.01
8693,2018-05-28,1636,F,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Frozen Entrees,2,12.69
8694,2018-05-28,5672,M,M,Y,1,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Oysters,4,23.33
8695,2018-05-28,9349,F,S,N,4,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Starchy Foods,Starchy Foods,5,29.48
8696,2018-05-28,4460,M,S,Y,0,$50K - $70K,Bremerton,WA,USA,Food,Eggs,Eggs,5,19.60
8697,2018-05-28,8510,F,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,7.39
8698,2018-05-28,5716,F,M,N,1,$10K - $30K,Mexico City,DF,Mexico,Food,Produce,Vegetables,5,23.30
8699,2018-05-28,7857,F,S,Y,3,$30K - $50K,Seattle,WA,USA,Food,Starchy Foods,Starchy Foods,7,43.32
8700,2018-05-28,3968,F,S,N,1,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,4,7.92
8701,2018-05-28,2221,M,S,N,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,8.66
8702,2018-05-28,9619,M,M,Y,3,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,4,23.05
8703,2018-05-28,9370,F,S,Y,2,$90K - $110K,San Diego,CA,USA,Food,Frozen Foods,Pizza,5,5.76
8704,2018-05-28,1796,F,S,N,2,$30K - $50K,Bellingham,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,2,2.37
8705,2018-05-29,2808,M,M,Y,1,$30K - $50K,Salem,OR,USA,Food,Eggs,Eggs,3,8.91
8706,2018-05-29,3656,M,S,N,3,$50K - $70K,Portland,OR,USA,Food,Produce,Vegetables,3,9.24
8707,2018-05-29,5290,M,S,N,1,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,25.61
8708,2018-05-29,9919,F,S,Y,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Household,Paper Products,4,9.97
8709,2018-05-29,1003,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,3,14.09
8710,2018-05-29,1050,F,S,Y,1,$90K - $110K,Merida,Yucatan,Mexico,Non-Consumable,Household,Plastic Products,5,5.04
8711,2018-05-29,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,6,3.84
8712,2018-05-29,5810,M,S,Y,2,$30K - $50K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,31.95
8713,2018-05-29,4259,M,S,N,1,$10K - $30K,Seattle,WA,USA,Food,Produce,Vegetables,5,13.44
8714,2018-05-29,7717,F,M,Y,2,$30K - $50K,Portland,OR,USA,Food,Produce,Vegetables,3,4.79
8715,2018-05-29,8245,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Canned Products,Fruit,4,13.57
8716,2018-05-29,568,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Specialty,4,6.73
8717,2018-05-29,3234,F,M,Y,2,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Canned Foods,Canned Soup,4,15.90
8718,2018-05-29,9822,M,M,N,4,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Hygiene,5,12.80
8719,2018-05-29,4397,M,S,N,2,$30K - $50K,Spokane,WA,USA,Food,Snacks,Candy,3,28.81
8720,2018-05-29,9984,M,S,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Canned Foods,Canned Soup,4,1.46
8721,2018-05-29,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Kitchen Products,4,9.47
8722,2018-05-29,4319,M,S,Y,3,$50K - $70K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,3,7.74
8723,2018-05-29,7131,M,S,Y,2,$110K - $130K,Portland,OR,USA,Food,Snack Foods,Snack Foods,4,28.22
8724,2018-05-29,6582,F,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Produce,Fruit,4,7.28
8725,2018-05-29,1494,F,M,Y,4,$10K - $30K,Guadalajara,Jalisco,Mexico,Food,Dairy,Dairy,4,1.64
8726,2018-05-29,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,31.83
8727,2018-05-29,3228,M,S,N,0,$50K - $70K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,5,29.17
8728,2018-05-29,2628,M,S,Y,3,$130K - $150K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,15.79
8729,2018-05-29,4285,F,S,Y,1,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,5,8.52
8730,2018-05-29,5509,M,M,Y,5,$130K - $150K,Guadalajara,Jalisco,Mexico,Food,Produce,Fruit,4,2.31
8731,2018-05-29,423,F,S,Y,5,$10K - $30K,Vancouver,BC,Canada,Food,Frozen Foods,Vegetables,5,15.77
8732,2018-05-29,9492,M,M,Y,5,$150K +,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,3,6.91
8733,2018-05-29,1965,F,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Candles,6,6.96
8734,2018-05-30,1376,M,M,Y,5,$110K - $130K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,9.94
8735,2018-05-30,4556,M,S,N,2,$30K - $50K,Salem,OR,USA,Food,Canned Foods,Canned Soup,3,2.38
8736,2018-05-30,7685,F,S,Y,2,$30K - $50K,San Andres,DF,Mexico,Drink,Beverages,Carbonated Beverages,3,10.92
8737,2018-05-30,7810,F,S,N,5,$10K - $30K,Bremerton,WA,USA,Food,Snack Foods,Snack Foods,3,3.61
8738,2018-05-30,3974,F,S,Y,2,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Shrimp,4,21.15
8739,2018-05-30,6081,M,M,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Meat,Meat,4,14.70
8740,2018-05-30,7189,F,S,Y,4,$50K - $70K,Salem,OR,USA,Food,Dairy,Dairy,4,13.00
8741,2018-05-30,3048,M,S,Y,1,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Soup,3,2.65
8742,2018-05-30,3174,F,M,N,5,$130K - $150K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,5,23.73
8743,2018-05-30,3823,M,S,Y,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,3,12.48
8744,2018-05-30,498,M,S,N,1,$50K - $70K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,3,2.51
8745,2018-05-30,2647,M,S,Y,2,$50K - $70K,Beverly Hills,CA,USA,Food,Snack Foods,Snack Foods,6,8.89
8746,2018-05-30,9797,F,M,Y,5,$50K - $70K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,13.47
8747,2018-05-30,6829,M,S,N,0,$30K - $50K,San Diego,CA,USA,Food,Baking Goods,Jams and Jellies,2,7.56
8748,2018-05-30,2507,F,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Seafood,Seafood,4,5.85
8749,2018-05-30,8915,M,S,N,2,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,1.59
8750,2018-05-30,2244,F,S,N,5,$70K - $90K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,6,7.87
8751,2018-05-30,3852,F,M,Y,1,$50K - $70K,San Diego,CA,USA,Food,Frozen Foods,Breakfast Foods,5,16.24
8752,2018-05-30,1770,M,S,N,5,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,26.96
8753,2018-05-30,2015,F,S,N,2,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Baked Goods,Bread,4,11.09
8754,2018-05-30,5869,M,S,Y,1,$130K - $150K,Salem,OR,USA,Food,Produce,Specialty,5,8.13
8755,2018-05-30,3528,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Drink,Beverages,Hot Beverages,6,11.09
8756,2018-05-30,8966,F,S,N,3,$50K - $70K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Pain Relievers,6,16.70
8757,2018-05-30,3761,F,S,N,4,$50K - $70K,Orizaba,Veracruz,Mexico,Non-Consumable,Household,Electrical,3,3.60
8758,2018-05-31,1052,F,M,N,1,$30K - $50K,Beverly Hills,CA,USA,Non-Consumable,Periodicals,Magazines,3,9.07
8759,2018-05-31,4661,F,M,Y,3,$30K - $50K,Vancouver,BC,Canada,Drink,Alcoholic Beverages,Beer and Wine,6,13.61
8760,2018-05-31,3056,F,S,N,3,$50K - $70K,Mexico City,DF,Mexico,Food,Produce,Vegetables,3,4.14
8761,2018-05-31,5909,M,S,N,1,$30K - $50K,Salem,OR,USA,Non-Consumable,Periodicals,Magazines,5,11.32
8762,2018-05-31,7569,F,M,Y,0,$30K - $50K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,7.39
8763,2018-05-31,4925,F,S,Y,0,$50K - $70K,Spokane,WA,USA,Non-Consumable,Household,Electrical,2,9.96
8764,2018-05-31,3661,M,M,Y,1,$110K - $130K,Merida,Yucatan,Mexico,Food,Frozen Foods,Frozen Desserts,4,7.59
8765,2018-05-31,4499,M,M,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Health and Hygiene,Hygiene,5,22.20
8766,2018-05-31,521,M,M,Y,1,$30K - $50K,Portland,OR,USA,Drink,Beverages,Pure Juice Beverages,2,7.26
8767,2018-05-31,7517,M,M,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Produce,Vegetables,5,17.82
8768,2018-05-31,4676,F,M,Y,0,$30K - $50K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,30.45
8769,2018-05-31,3951,M,M,N,4,$110K - $130K,Los Angeles,CA,USA,Food,Meat,Meat,5,13.30
8770,2018-05-31,5249,F,S,N,4,$70K - $90K,Beverly Hills,CA,USA,Food,Produce,Vegetables,4,34.68
8771,2018-05-31,6560,F,S,Y,5,$70K - $90K,Tacoma,WA,USA,Food,Meat,Meat,2,4.66
8772,2018-05-31,291,M,S,Y,1,$90K - $110K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,3,26.19
8773,2018-05-31,8091,F,S,Y,4,$90K - $110K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,3,17.62
8774,2018-05-31,1424,M,M,Y,3,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,6.67
8775,2018-05-31,9525,M,S,N,4,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,6,5.72
8776,2018-05-31,6488,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Produce,Vegetables,5,23.14
8777,2018-05-31,7356,F,M,N,4,$10K - $30K,Merida,Yucatan,Mexico,Drink,Beverages,Pure Juice Beverages,5,7.78
8778,2018-05-31,9421,M,S,N,3,$30K - $50K,Walla Walla,WA,USA,Food,Canned Foods,Vegetables,1,1.08
8779,2018-05-31,5877,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,6,22.06
8780,2018-05-31,789,F,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Dairy,Dairy,4,9.86
8781,2018-05-31,5099,F,M,Y,1,$50K - $70K,Camacho,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,5,2.79
8782,2018-05-31,5712,F,M,Y,2,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,4,5.82
8783,2018-05-31,1350,M,M,Y,5,$50K - $70K,Vancouver,BC,Canada,Food,Breakfast Foods,Breakfast Foods,5,10.76
8784,2018-05-31,8204,M,S,N,3,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Pizza,4,6.96
8785,2018-05-31,8775,F,M,Y,2,$130K - $150K,Merida,Yucatan,Mexico,Drink,Dairy,Dairy,4,22.23
8786,2018-05-31,1843,M,M,Y,2,$50K - $70K,Victoria,BC,Canada,Drink,Beverages,Pure Juice Beverages,5,13.21
8787,2018-05-31,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Baked Goods,Bread,4,8.05
8788,2018-05-31,5102,F,S,Y,0,$70K - $90K,Merida,Yucatan,Mexico,Food,Snack Foods,Snack Foods,5,32.00
8789,2018-05-31,8710,M,M,N,5,$30K - $50K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,3,7.42
8790,2018-06-01,2646,F,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Produce,Fruit,4,13.95
8791,2018-06-01,6265,F,S,N,2,$10K - $30K,Yakima,WA,USA,Drink,Beverages,Carbonated Beverages,6,21.02
8792,2018-06-01,4150,M,M,Y,3,$30K - $50K,Camacho,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Bathroom Products,3,7.06
8793,2018-06-01,9037,F,M,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Baking Goods,Jams and Jellies,4,25.02
8794,2018-06-01,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Baking Goods,4,10.16
8795,2018-06-01,133,M,M,Y,1,$30K - $50K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,16.13
8796,2018-06-01,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Drink,Beverages,Hot Beverages,5,26.41
8797,2018-06-01,9134,M,M,Y,5,$70K - $90K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,22.62
8798,2018-06-01,1850,M,S,Y,1,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,8.91
8799,2018-06-01,2176,F,M,Y,5,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Household,Plastic Products,4,10.40
8800,2018-06-01,6912,F,M,Y,5,$10K - $30K,Spokane,WA,USA,Food,Produce,Fruit,6,3.17
8801,2018-06-01,1871,F,M,N,0,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Snacks,Candy,5,23.85
8802,2018-06-01,7454,M,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,5,31.06
8803,2018-06-01,8380,M,S,N,2,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,6.79
8804,2018-06-01,4936,M,S,Y,2,$70K - $90K,San Andres,DF,Mexico,Food,Dairy,Dairy,3,2.14
8805,2018-06-01,2513,M,S,N,2,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,3.20
8806,2018-06-01,1556,F,M,Y,3,$50K - $70K,Tacoma,WA,USA,Food,Deli,Meat,4,3.46
8807,2018-06-01,5844,M,S,Y,4,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,4,10.30
8808,2018-06-01,4731,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Eggs,Eggs,4,24.58
8809,2018-06-01,4635,M,M,N,4,$30K - $50K,San Diego,CA,USA,Food,Canned Foods,Vegetables,5,24.15
8810,2018-06-01,9574,F,M,Y,4,$10K - $30K,Acapulco,Guerrero,Mexico,Non-Consumable,Household,Electrical,5,27.14
8811,2018-06-01,993,M,M,Y,3,$70K - $90K,Salem,OR,USA,Food,Eggs,Eggs,2,6.39
8812,2018-06-01,1395,M,S,Y,1,$10K - $30K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,3,16.53
8813,2018-06-01,4761,F,M,Y,2,$10K - $30K,Merida,Yucatan,Mexico,Drink,Beverages,Drinks,5,14.77
8814,2018-06-01,467,F,S,N,1,$10K - $30K,Salem,OR,USA,Food,Dairy,Dairy,5,18.96
8815,2018-06-01,3308,M,M,Y,1,$150K +,Salem,OR,USA,Food,Snack Foods,Snack Foods,4,18.62
8816,2018-06-02,4541,F,M,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Frozen Foods,Vegetables,5,17.57
8817,2018-06-02,3528,F,M,Y,4,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,3,11.36
8818,2018-06-02,4877,M,M,Y,4,$30K - $50K,Seattle,WA,USA,Food,Dairy,Dairy,5,12.05
8819,2018-06-02,8853,F,M,Y,4,$70K - $90K,Seattle,WA,USA,Food,Snacks,Candy,2,3.50
8820,2018-06-02,3903,F,S,Y,1,$30K - $50K,Beverly Hills,CA,USA,Food,Canned Foods,Canned Soup,4,3.78
